herb	symptoms
陈皮	纳略增,3.65442421016	偶口干口苦,3.65442421016	代诉：病情平稳,3.65442421016	微畏寒,3.65442421016	胃脘胃寒,3.65442421016	舌下脉络瘀曲,3.65442421016	腹部畏寒略减,3.65442421016	泛吐白沫,3.65442421016	舌体瘦,3.65442421016	口粘减轻,3.65442421016	头晕减轻,3.65442421016	舌燥,3.65442421016	舌淡紫暗胖,3.65442421016	咽部有异物感,3.65442421016	脑鸣,3.65442421016	胃脘部下坠感,3.65442421016	苔浊腻,3.65442421016	舌干,3.65442421016	前部苔少,3.65442421016	进食后偶嗳气,3.65442421016	小便热,3.65442421016	面部痤疮多,3.65442421016	打鼾,3.65442421016	吞咽困难,3.65442421016	排气少,3.65442421016	不能多食,3.62844872376	反食,3.62702523597	偶呕吐,3.61186459574	受凉加重,3.60997244759	食后嗳气,3.60997244759	腹部畏寒明显,3.60790419452	舌淡边有齿痕,3.60790419452	泻后则安,3.60563404599	嘈杂,3.59726579632	大便有时干,3.59726579632	嗳气减少,3.59379958834	胃胀明显好转,3.59190385318	进食后嗳气,3.58988568902	家族史否认,3.58988568902	舌暗淡胖,3.58773283566	矢气减少,3.58543133867	大便粘好转,3.58543133867	苔黄白腻,3.58031623801	有瘀点,3.58031623801	纳稍增,3.58031623801	反酸偶作,3.58031623801	上腹胀满,3.57746316902	质不干,3.57746316902	下肢疼痛,3.57438150249	膝关节畏寒,3.57438150249	得嗳气矢气则舒,3.57438150249	食欲差,3.57438150249	偶咳痰,3.57438150249	舌质红,3.57438150249	胃中沥沥在声,3.57438150249	晨起口臭,3.57438150249	大便时干,3.57438150249	偶干咳,3.57438150249	两胁痛,3.56741283317	口干苦,3.56741283317	耳鸣减轻,3.56741283317	腹泻减轻,3.55911403035	自觉上火,3.55911403035	睡眠偏差,3.55911403035	嗳气偶作,3.55911403035	心悸减轻,3.55911403035	反酸减少,3.55911403035	口干明显,3.55911403035	大便渐成形,3.55911403035	气上逆感,3.55598413735	脉滑数,3.55598413735	大便欠畅,3.5543407516	口腔异味减轻,3.5543407516	嗳气频作,3.55332809329	喜温喜按,3.5490636945	背痛减轻,3.5490636945	小腹胀满,3.5490636945	睡眠质量好转,3.5490636945	苔根部腻,3.5490636945	口粘好转,3.5490636945	胃脘及背部畏寒,3.5490636945	脐周隐痛,3.5490636945	偶胸痛,3.5490636945	口苦好转,3.5490636945	体胖,3.5490636945	仍有嗳气,3.5490636945	夜尿3次,3.5490636945	肠鸣减轻,3.5490636945	上腹胀,3.5490636945	有时偏干,3.5490636945	咽痛好转,3.5490636945	大便偶不成形,3.5490636945	舌淡暗略胖,3.5490636945	胃脘畏寒减轻,3.54621062552	大便不成形,3.54319857505	时有口苦,3.54109552485	畏脘畏寒,3.53379622237	基本成形,3.53182188807	得嗳气则舒,3.53081025419	纳眠差,3.52926106721	
郁金	听力下降,4.95659858839	两胁疼痛,4.82876521688	右胁隐痛,4.78954450373	耳鸣减轻,4.76422669574	目胀,4.76422669574	偶耳鸣,4.73345503707	心悸减轻,4.73345503707	背痛减轻,4.69523382425	右侧背痛,4.64644366008	目干涩好转,4.59992364445	小腹胀满,4.54108314443	口粘好转,4.54108314443	大便有时成形,4.54108314443	偶右上腹疼痛,4.5258156723	脉弱,4.51291226746	依赖镇静药,4.51291226746	腹部畏寒喜暖,4.49229298026	偶右胁痛,4.47654462329	舌燥,4.44577296462	饮食不慎则胃胀,4.44577296462	膝关节畏寒,4.43286955979	舌质红,4.43286955979	右上腹疼痛,4.42775445912	大便排出不畅,4.42330010877	纳眠差,4.41592000147	口干口苦减轻,4.3869324646	背痛好转,4.35876158763	舌质暗红,4.35876158763	目困,4.35876158763	耳鸣,4.35876158763	偶胸痛,4.35876158763	双下肢凉,4.35876158763	腹部喜温,4.35876158763	时有右胁痛,4.35876158763	舌淡暗略胖,4.35876158763	有瘀斑,4.33406897504	胸闷,4.32560938032	右胁疼痛,4.30469436636	脉沉细缓,4.28976871615	饮食控制,4.28465361548	伴心悸,4.26345140783	排不尽感,4.26345140783	苔灰腻,4.26345140783	记忆力下降,4.26345140783	胸痛,4.24097855198	嗜睡,4.22523019501	纳稍增,4.20461090781	吞咽困难,4.20461090781	偶心悸,4.18968525759	头胀,4.18691133071	进食后偶嗳气,4.18691133071	苔根部薄黄,4.18287092117	晨起咳痰,4.17644003084	胸闷减轻,4.17644003084	两胁痛,4.17644003084	腹部不适,4.17644003084	偶右胁不适,4.17644003084	目干涩,4.17644003084	食欲不振,4.16460557319	前部少苔,4.16460557319	舌红暗,4.16460557319	舌面有裂纹,4.15396717499	进食后腹胀,4.13561803632	睡眠质量好转,4.13561803632	腹部畏寒略减,4.13561803632	脐周隐痛,4.13561803632	声音嘶哑,4.13561803632	偶隐痛,4.13561803632	脉左沉细,4.13561803632	口干不欲饮,4.13561803632	呈隐痛,4.13561803632	舌紫暗红,4.1136391296	时有心悸,4.11236117415	右胁胀,4.1028282135	脉沉弦细,4.09639732317	胁胀,4.082508211	根部黄,4.07107951518	舌略红,4.07107951518	家族史否认,4.07107951518	偶背痛,4.05337993808	胃脘隐痛减轻,4.04030785651	失眠好转,4.04030785651	大便溏,4.04030785651	口干明显,4.04030785651	厌油腻,4.03497451054	大便好转,4.03025752066	胸骨后疼痛,4.03025752066	心悸,4.02575155874	涎多,4.02228935101	生气后加重,4.02228935101	头晕减轻,4.02228935101	咳吐不利,4.02228935101	时有口苦,4.02228935101	脉,4.02228935101	小便困难,4.01045489336	前部少,4.01045489336	大便已成形,4.01045489336	胸憋,4.00594021301	时有头晕,3.99585609394	背痛,3.99468169569	

醋香附	腹部畏寒略减,5.11531249145	下肢疼痛,5.03526978377	自觉上火,4.91464179598	脐周不适,4.89216894013	脑鸣,4.89216894013	右胁隐痛,4.85294822698	两胁痛,4.82763041899	右侧背痛,4.77884025482	右上腹不适,4.74758771132	得嗳气矢气则舒,4.74758771132	大便粘好转,4.70984738334	腹部硬满,4.6633273677	小腹胀满,4.60448686768	胃脘胃寒,4.60448686768	大便有时成形,4.60448686768	偶右上腹疼痛,4.58921939555	胁胀,4.58123000552	偶右胁不适,4.57631599071	乳房胀痛,4.57169704486	右胁疼痛,4.56876878508	右上腹疼痛,4.4572566307	腹胀不明显,4.42216531089	食后腹胀,4.42216531089	目困,4.42216531089	依赖镇静药,4.42216531089	痛经,4.42216531089	右胁胀,4.38937548806	大便欠畅,4.37337514672	部位不固定,4.36809808962	大便已成形,4.36154068907	右胁痛,4.34212260321	剑突下偏右侧疼痛,4.34212260321	排不尽感,4.32685513108	右侧腹胀,4.32685513108	纳略增,4.26801463106	进食生冷加重,4.26801463106	病情稳定,4.25031505396	胸闷,4.24418215569	脘腹胀满,4.21737089824	厌油腻,4.2096038689	大便较前成形,4.19902175957	偶胸痛,4.19902175957	小腹畏寒,4.19902175957	仍有嗳气,4.19902175957	偶隐痛,4.19902175957	肠鸣减轻,4.19902175957	腰部不适,4.19902175957	脉沉细缓,4.19902175957	口干不欲饮,4.19902175957	脐周腹痛,4.19902175957	呈隐痛,4.19902175957	伴嗳气,4.19902175957	排气少,4.19902175957	不详,4.15980104642	喜叹息,4.14075285145	偶右胁痛,4.13448323843	纳偏少,4.13448323843	大便仍不成形,4.10371157977	反酸减少,4.10371157977	倦怠乏力,4.10371157977	目干涩好转,4.10371157977	生气后加重,4.08569307426	少津,4.08569307426	按之觉痛,4.08569307426	易怒,4.08569307426	脉,4.08569307426	吞咽困难,4.08569307426	大便不规律,4.07922055976	月经量少,4.07385861662	胸憋,4.06934393626	反酸减轻,4.06322021841	纳一般,4.04394984523	畏脘畏寒,4.03917305863	头痛,4.03775361198	面部痤疮好转,4.01670020278	大便排出不畅,4.01670020278	形体肥胖,4.01670020278	矢气减少,4.01670020278	下腹胀,4.01670020278	大便有时干,4.01670020278	双下肢凉,4.01670020278	形体偏瘦,4.01670020278	咽部有异物感,4.01670020278	时有右胁痛,4.01670020278	情志不舒加重,4.01670020278	月经不调,3.99472129606	眠好,3.99138239479	苔根部薄黄,3.98391037995	饮食控制,3.98033255861	色黑,3.97018018714	白带多,3.97018018714	口中发酸,3.97018018714	不喜饮,3.96263298151	进食后嗳气,3.95216168164	脉细弦,3.95216168164	时轻时重,3.95216168164	健忘,3.95216168164	食欲差,3.9366574951	苔浊腻,3.9366574951	胃中沥沥在声,3.9366574951	

赤芍	右胁隐痛,4.86337177412	唇燥,4.69041796733	大便仍不成形,4.67375091485	面部痤疮多,4.61491041482	依赖镇静药,4.58673953786	健忘,4.55037189369	苔灰腻,4.51960023502	右侧腹胀,4.51960023502	饮食控制,4.50158172952	口干口苦减轻,4.460759735	食后腹胀,4.43258885803	仍有嗳气,4.43258885803	干咳,4.43258885803	膝关节疼痛,4.37852163676	面部痤疮,4.36220806127	不详,4.35254615036	上腹胀满,4.31480582237	形体肥胖,4.25026730124	手足心热,4.2464865784	偶右上腹疼痛,4.23191816257	夹有血块,4.22779444538	口臭减轻,4.22779444538	面部痤疮好转,4.20944530672	夜间口干减轻,4.20944530672	腰背痛,4.20944530672	夜尿3次,4.20944530672	左沉细,4.20944530672	夹血块,4.20944530672	脉左沉细,4.20944530672	口干不欲饮,4.20944530672	右胁痛,4.17022459356	膝关节畏寒,4.17022459356	右上腹不适,4.17022459356	颈部不适,4.17022459356	右侧背痛,4.16065514255	时轻时重,4.14490678558	右上腹疼痛,4.14490678558	病情稳定,4.12720720848	吞咽不畅,4.12720720848	睡眠略好转,4.11413512691	尿不尽感,4.11413512691	舌紫暗红胖,4.11413512691	饮食不慎则胃胀,4.11413512691	易怒,4.09611662141	大便欠成形,4.05415242231	胸闷减轻,4.02712374992	手足热,4.02712374992	色黄,4.02712374992	烘热,4.02712374992	双下肢凉,4.02712374992	痛经,4.02712374992	口渴,4.02712374992	脉沉细缓,4.02712374992	晨起干呕,4.02712374992	腰部畏寒,4.02712374992	舌淡红胖,4.02712374992	月经不调,4.0051448432	经期腹痛,3.99972477573	乳房胀痛,3.9943339271	舌木,3.98060373429	月经量少,3.9789216481	右胁疼痛,3.97305652865	时有呕吐,3.96258522878	急躁易怒,3.95813087844	咽红,3.95566478594	睡眠不实,3.95016270879	左下腹疼痛,3.94708104225	口腔溃疡已愈,3.94708104225	汗多减轻,3.94708104225	大便时干,3.94708104225	进食后腹胀,3.92176323426	面色黄,3.92176323426	苔薄黄白,3.92176323426	大便有时成形,3.92176323426	舌偏红,3.92176323426	晨起反酸,3.92176323426	脐周隐痛,3.92176323426	排气少,3.92176323426	小便困难,3.90196060697	背部不适,3.8935923573	舌紫暗胖,3.89178240205	大便不规律,3.88897341144	咽痒,3.88141193874	涎多,3.87297307009	时有乏力,3.87297307009	腹中气多,3.87297307009	腹部畏寒喜暖,3.87297307009	脉,3.87297307009	口苦口干,3.84480219313	瘙痒,3.84480219313	舌尖红,3.83475185727	舌暗淡,3.83475185727	小便次数多,3.82645305446	微畏寒,3.82645305446	小便多,3.82645305446	口干渴,3.82645305446	记忆力下降,3.82645305446	嗳气偶作,3.82645305446	呈绞痛,3.82645305446	白带多,3.82645305446	

蜜黄芪	代诉：病情平稳,5.16445916764	苔局部花剥,4.96378847217	舌淡暗略胖,4.94131561632	以流食为主,4.90209490317	大便有时秘结,4.8077842237	反复感冒,4.72262641536	睡眠略好转,4.71247404389	打鼾,4.65363354387	小便不尽感,4.6048433797	易感冒,4.5628791806	前部苔少,4.54541995923	畏风,4.49662979506	腹部畏寒明显,4.47131198708	胸闷减轻,4.47131198708	睡眠质量好转,4.47131198708	背部畏寒,4.47131198708	夜间口干减轻,4.47131198708	前部少苔,4.47131198708	苔薄,4.47131198708	耳鸣减轻,4.47131198708	脉弱,4.47131198708	夹血块,4.47131198708	苔根部黄,4.47131198708	感冒偏多,4.43622066726	膝关节疼痛,4.4172447658	前部少,4.41068736526	时有口臭,4.40231911559	乏力明显好转,4.3912692794	食欲差,4.3912692794	排出畅,4.38430061009	睡眠偏差,4.37600180727	饮食不慎则胃胀,4.37600180727	腹部下坠感,4.36952929277	舌下脉络瘀曲,4.35352895142	质不干,4.35352895142	胸骨后烧灼感减轻,4.33778059445	头晕减轻,4.31716130725	咳吐不利,4.31716130725	听力下降,4.30700893578	服药后好转,4.28899043028	苔中根部黄,4.28899043028	感冒多,4.28899043028	胃脘畏寒明显,4.28899043028	口干舌燥,4.28899043028	纳眠差,4.27715597263	进食后腹胀,4.24816843576	乏津,4.24816843576	手足凉好转,4.21999755879	不喜进食生冷,4.20894772261	舌质红,4.20894772261	面色黄,4.20560882134	饮食不慎则腹泻,4.19505861045	脱发,4.18989952764	嗜睡,4.18362991462	时有呕吐,4.18362991462	流清涕,4.16593033752	记忆力下降,4.15285825596	肛门下坠感,4.15285825596	倦怠乏力,4.15285825596	排不尽感,4.15285825596	时有胃脘不适,4.15285825596	睡眠有时偏差,4.15285825596	涎多,4.13483975045	苔黄白腻,4.13483975045	心悸好转,4.12300529281	舌质暗红,4.11463704314	食欲好,4.11130925304	头晕好转,4.10840649339	两胁痛,4.06584687897	色黄,4.06584687897	动则汗出,4.06584687897	形体偏瘦,4.06584687897	隐痛,4.06584687897	腰部畏寒,4.06584687897	心烦易怒,4.06584687897	目干,4.04311862789	苔根部薄黄,4.03305705614	大便困难,4.0294792348	四肢凉,4.01932686333	牙龈出血,4.0117796577	大便不成形,4.0117796577	睡眠多梦,4.00700637894	腰酸,4.00130835783	偶腹痛,4.00130835783	家族史否认,4.00130835783	受凉易腹泻,3.99438791498	口腔溃疡已愈,3.98580417129	偶有胃胀,3.98580417129	脉沉弦细,3.98580417129	胸痛,3.97883550198	进食后明显,3.9682084094	手足心热,3.96675597632	小腹胀满,3.96048636331	小便清长,3.96048636331	口粘好转,3.96048636331	小腹畏寒,3.96048636331	口苦好转,3.96048636331	仍有嗳气,3.96048636331	苔薄黄白,3.96048636331	夜尿3次,3.96048636331	

炒麦芽	食欲不振,4.77939591329	反酸减少,4.76272886081	夹未消化物,4.75795558206	消瘦,4.74471035531	苔根部腻,4.70388836079	口粘好转,4.70388836079	纳稍增,4.65509819662	睡眠偏差,4.60857818098	泛吐白沫,4.60857818098	纳差,4.59411013667	纳略增,4.52156680399	全身疼痛,4.52156680399	口干不欲饮,4.52156680399	形体消瘦,4.48074480947	大便中夹有未消化物,4.4319546453	足跟痛,4.42625662419	记忆力下降,4.42625662419	烘热汗出,4.42625662419	眠时好时差,4.42625662419	食后难消,4.42625662419	纳偏差,4.41620628833	大便有时干,4.40378376834	食欲欠佳,4.39373343248	健忘,4.38803541137	小便少,4.36741612416	厌油腻,4.3602986564	大便少,4.34388562675	咽部有异物感,4.3392452472	胃寒,4.29842325268	脐周隐痛,4.29842325268	胃脘胃寒,4.29842325268	尿痛,4.29842325268	反复发作,4.29842325268	大便不黑,4.29842325268	乏力明显好转,4.25920253952	手足热,4.24963308851	烘热,4.24963308851	经期腹痛,4.24285340152	时时欲便,4.23388473154	纳偏少,4.23388473154	苔局部花剥,4.20311307287	心悸减轻,4.20311307287	咽部充血,4.20311307287	食欲好转,4.20311307287	右侧腹胀,4.20311307287	大便渐成形,4.20311307287	睡眠多,4.20311307287	口干明显,4.20311307287	纳减,4.18966426306	按之觉痛,4.18509456737	纳可,4.16780307026	泻前腹痛,4.15000324756	纳少,4.11610169588	口淡乏味,4.11610169588	偶肠鸣,4.11610169588	长期依赖泻药,4.11610169588	偶呕吐,4.11610169588	晨起干呕,4.11610169588	感冒不多,4.06958168025	气喘,4.05156317475	偶胸闷,4.05156317475	食欲差,4.03605898821	偶有胃胀,4.03605898821	偶干咳,4.03605898821	眠好转,4.02079151608	听力下降,4.02079151608	喜温喜按,4.01074118023	进食后腹胀,4.01074118023	腹部畏寒略减,4.01074118023	食后腹胀,4.01074118023	睡眠时好时差,4.01074118023	仍有嗳气,4.01074118023	水样便,4.01074118023	偶隐痛,4.01074118023	夜尿3次,4.01074118023	舌淡暗略胖,4.01074118023	脉右弦左沉,4.01074118023	双下肢畏寒,3.99093855293	腹部畏寒好转,3.98257030326	略黄,3.98257030326	汗出,3.98257030326	食后胃胀,3.98076034801	乳房胀痛,3.9779513574	仍感胃胀,3.96195101606	干呕,3.96195101606	PG,3.96195101606	气上逆感,3.94620265909	脐周腹痛,3.94174830874	易醒,3.92079294356	脉弦缓,3.91543100042	腹部硬满,3.91543100042	大便仍不成形,3.91543100042	尿不尽感,3.91543100042	呕吐,3.91543100042	呈绞痛,3.91543100042	胃脘隐痛减轻,3.91543100042	腹痛减轻,3.91543100042	倦怠乏力,3.91543100042	排不尽感,3.91543100042	大便偶干,3.91543100042	

酒黄芩	纳略增,5.00039430826	有瘀点,4.90508412846	唇燥,4.89324967081	病情稳定,4.7820240357	偶有胃胀,4.7560485493	仍有嗳气,4.73073074131	大便时干,4.62251715667	脘腹畏寒,4.60556759836	受凉加重,4.59096879894	舌暗淡胖,4.58015788283	体胖,4.54840918452	微感口苦,4.54840918452	时有口干口苦,4.54840918452	矢气减少,4.47941631303	动则汗出,4.47941631303	口粘减轻,4.46836647685	反酸减少,4.45309900471	口苦口干,4.43062614886	唇暗,4.41487779189	偶肠鸣,4.36608762772	形体偏瘦,4.36608762772	乏力减轻,4.34773848906	气上逆感,4.34076981974	口粘好转,4.3252656332	反复发作,4.3252656332	苔薄黄白,4.3252656332	大便有时成形,4.3252656332	脉左沉右弦,4.3252656332	食后加重,4.3252656332	糖尿病饮食,4.3072471277	口腔溃疡已愈,4.28604492005	脉沉弱,4.28178052126	舌面有裂纹,4.24830459207	腹部微畏寒,4.24302753497	干咳,4.23825425622	口疮,4.2299554534	苔灰腻,4.2299554534	眠时好时差,4.2299554534	心悸减轻,4.2299554534	大便偶干,4.2299554534	口干明显,4.2299554534	脉弦细数,4.2119369479	苔黄白腻,4.2119369479	偶口干,4.20356869823	嗳气减少,4.20010249025	肠鸣减轻,4.19173424058	大便少,4.18840645049	腰痛减轻,4.18550369083	矢气,4.17371573508	病情好转,4.16704162799	脉弦滑,4.15584748125	形体肥胖,4.14294407641	情志不舒加重,4.14294407641	小便频数,4.11554510222	经期腹痛,4.11554510222	脉弦缓,4.09642406078	矢气多,4.09415391224	口干口苦减轻,4.08410357639	嗜睡,4.07840555527	时有心悸,4.07148511243	舌苔根部厚,4.06290136874	偶干咳,4.06290136874	食欲差,4.06290136874	脉沉细弦,4.03991185051	背痛好转,4.03758356075	脐周不适,4.03758356075	眠好,4.03758356075	夹血块,4.03758356075	口干，口苦,4.03144857219	腹泻好转,4.02516104075	上腹胀满,4.02516104075	口干好转,4.02516104075	胃脘部畏寒,4.00941268379	时有口苦,3.98879339658	偶头痛,3.98879339658	手足凉好转,3.96062251962	大便有时干,3.96062251962	瘙痒,3.96062251962	咽红,3.95370207677	鼻干,3.95370207677	小便多,3.94227338095	尿不尽感,3.94227338095	目涩,3.94227338095	大便头干,3.94227338095	有时成形有时不成形,3.94227338095	咽部充血,3.94227338095	食欲好转,3.94227338095	大便溏,3.94227338095	反酸好转,3.9198005251	牙龈出血,3.90655529835	苔中根部黄腻,3.90405216813	口干咽燥,3.89782161838	夜尿多,3.86619107449	胸闷减轻,3.85526200396	局部剥脱,3.85526200396	右胁不适,3.85526200396	小便少,3.85526200396	舌干,3.85526200396	双下肢凉,3.85526200396	口干苦,3.85526200396	

牡丹皮	舌中根部疼痛,5.27596514476	面部痤疮多,5.17060462911	面部痤疮,4.99794498322	目胀,4.98828307231	根部厚,4.95751141365	偶头痛,4.93949290814	代诉：病情平稳,4.91929020083	面部痤疮好转,4.87050003666	健忘,4.70060099986	舌灼热感,4.68817847986	脑鸣,4.67812814401	手足心热,4.6729690612	牙痛,4.63997637804	牙龈出血,4.63411125859	苔偏少,4.5828179642	大便有时成形,4.5828179642	烘热,4.53402780003	脉沉细缓,4.51382509272	下肢疼痛,4.50277525653	苔浊腻,4.50277525653	自觉上火,4.4875077844	尿不尽感,4.4875077844	倦怠乏力,4.4875077844	面黄,4.48103526989	瘙痒,4.46503492855	口臭明显减轻,4.44928657158	面部烘热,4.44928657158	少津,4.42866728438	大便欠畅,4.42866728438	月经量少,4.41683282673	右胁痛,4.41576387954	苔中根部黄,4.40049640741	双下肢凉,4.40049640741	形体偏瘦,4.40049640741	心烦易怒,4.40049640741	便秘好转,4.39357596457	大便较前成形,4.35967441289	腹部畏寒略减,4.35967441289	肠鸣减轻,4.35967441289	牙龈肿痛,4.35967441289	呈隐痛,4.35967441289	量偏少,4.33769550617	得嗳气矢气则舒,4.32045369974	咽干咽痛,4.32045369974	急躁易怒,4.30251599905	偶腹痛,4.29513589175	质不干,4.28271337175	口臭减轻,4.28271337175	进食生冷加重,4.24634572758	易怒,4.24634572758	糖尿病饮食,4.24634572758	舌红暗,4.23451126994	受凉加重,4.21991247052	右侧背痛,4.1773528561	脉沉细数,4.1773528561	夹有血块,4.1773528561	口苦口干,4.1773528561	舌干,4.1773528561	口淡乏味,4.1773528561	晨起干呕,4.1773528561	易上炎,4.13083284046	时有呕吐,4.11281433496	感冒偏多,4.10589389211	右胁隐痛,4.09731014842	口腔溃疡已愈,4.09731014842	大便时干,4.09731014842	易上火,4.09552283785	食后腹胀,4.07199234044	脐周不适,4.07199234044	小便清长,4.07199234044	舌尖红,4.07199234044	纳眠好,4.07199234044	口苦好转,4.07199234044	苔薄,4.07199234044	稍感恶心,4.07199234044	夹血块,4.07199234044	食后加重,4.07199234044	脉右弦左沉,4.07199234044	心悸好转,4.05218971314	眠不实,4.0307493819	心烦,4.0307493819	脉,4.02320217627	右上腹疼痛,4.02320217627	舌紫暗胖,3.99755974566	舌偏红,3.9950312993	口苦减轻,3.9950312993	胃脘隐痛减轻,3.97668216063	小便急,3.97668216063	大便仍不成形,3.97668216063	食欲好转,3.97668216063	唇干,3.97668216063	睡眠有时偏差,3.97668216063	大便溏,3.97668216063	手心热,3.9637787558	手麻,3.95420930478	偶心悸,3.95420930478	偶有便不尽感,3.95420930478	偶背痛,3.94096407803	不喜饮,3.94096407803	头胀,3.94096407803	

大腹皮	小便热,5.03981672243	右侧腹胀,4.87551367114	排气不畅,4.8419909791	下腹胀,4.78850229415	偶腹胀,4.71439432199	得矢气则舒,4.69151002816	进食后腹胀,4.63435161432	腹胀,4.63435161432	腹部畏寒略减,4.63435161432	食后腹胀,4.63435161432	脐周不适,4.63435161432	排气少,4.63435161432	午后明显,4.63435161432	否认过敏史,4.59661128634	脘腹胀满,4.59661128634	依赖泻药,4.58556145015	腹胀减轻,4.58216586115	有软裂,4.5711727127	糖尿病饮食,4.56024364217	下肢疼痛,4.55430890665	上腹胀满,4.51656857866	质不干,4.51656857866	脐周腹痛,4.50651824281	腹中气多,4.48020093449	全身关节疼痛,4.44019559988	矢气,4.42671224954	小便频数,4.42463108334	腹胀不明显,4.41120806301	小便不畅,4.41120806301	小腹胀满,4.41120806301	牙龈肿痛,4.41120806301	腰部不适,4.41120806301	眼睑肿,4.41120806301	有时偏干,4.41120806301	偶有胃脘隐痛,4.41120806301	矢气多,4.40323989336	四肢冷,4.37198734985	舌质红,4.37198734985	便秘好转,4.35809823769	腹中不适,4.32896996477	肛门下坠感,4.3158978832	偶右上腹疼痛,4.3158978832	反酸减少,4.3158978832	有时成形有时不成形,4.3158978832	腹痛减轻,4.3158978832	腹部硬满,4.3158978832	大便渐成形,4.3158978832	纳略增,4.2978793777	小便困难,4.28604492005	脑鸣,4.27767667038	受凉加重,4.27144612063	面部痤疮好转,4.22888650621	尿痛,4.22888650621	服药后好转,4.22888650621	晨起明显,4.22888650621	矢气减少,4.22888650621	全身乏力,4.22888650621	目干涩,4.22888650621	大便粘好转,4.22888650621	时有口臭,4.22888650621	隐痛,4.22888650621	时有腹胀,4.18443474364	食后明显,4.18236649058	便秘,4.17481928494	膝关节疼痛,4.17481928494	腹部微畏寒,4.17481928494	左侧腹痛,4.17481928494	偶背痛,4.17481928494	苔薄黄略腻,4.16434798507	唇暗,4.16434798507	偶腹痛,4.16434798507	家族史否认,4.16434798507	不详,4.14884379854	口腔溃疡已愈,4.14884379854	偶咳痰,4.14884379854	右上腹不适,4.14884379854	晨起口臭,4.14884379854	脉沉弦细,4.14884379854	时有腰痛,4.14884379854	小腹胀,4.13791472801	腹痛,4.13651318608	大便量少,4.13124803665	背痛好转,4.12352599055	代诉：病情平稳,4.12352599055	腰背痛,4.12352599055	全身疼痛,4.12352599055	目眵多,4.12352599055	夹血块,4.12352599055	脉左沉细,4.12352599055	晨起反酸,4.12352599055	时干时稀,4.12352599055	大便偶不成形,4.12352599055	舌淡暗略胖,4.12352599055	伴嗳气,4.12352599055	脉沉细数,4.11110347056	食欲好转,4.10825851842	偶头晕,4.10372336326	肠鸣,4.09073616773	大便欠畅,4.07473582638	烦躁,4.07473582638	
